FirstRand,Standard_Bank,Naspers,Anglo_American,MTN_Group,Apple,Microsoft,Nvidia,USD_ZAR_Rate
6263.578125,17945.310546875,78219.4375,56856.04296875,8211.404296875,192.98744201660156,418.8568115234375,120.92976379394531,18.934490203857422
6320.52880859375,18217.04296875,76972.921875,56258.59375,8067.4501953125,195.37893676757812,418.1957702636719,120.81982421875,18.95404052734375
6328.52197265625,18232.029296875,76895.5390625,55347.67578125,8019.46533203125,191.63787841796875,422.162109375,121.72130584716797,18.886199951171875
6442.4228515625,18304.95703125,76412.375,54939.875,7975.47900390625,205.5601806640625,426.90789794921875,120.85173797607422,18.721900939941406
6691.2080078125,18455.80859375,78059.6484375,55181.61328125,8107.4375,211.43475341796875,435.1761779785156,125.13965606689453,18.541900634765625
6849.0712890625,18864.40625,76937.140625,55273.98046875,7809.53173828125,212.5957794189453,435.689208984375,129.5475311279297,18.361360549926758
7044.9013671875,19916.369140625,74733.09375,55099.06640625,8222.4013671875,210.8592071533203,436.6660461425781,131.8164520263672,18.415130615234375
7331.6533203125,20569.724609375,74829.29296875,54682.9140625,8402.34423828125,215.00714111328125,442.3886413574219,130.9168701171875,18.338899612426758
7618.4052734375,21223.080078125,74925.4921875,54266.76171875,8582.287109375,212.64540100097656,440.3857421875,135.5146484375,18.229450225830078
7591.42822265625,21382.923828125,75891.609375,54635.25390625,8797.2197265625,210.3580780029297,440.07000732421875,133.11581420898438,18.022899627685547
7555.45947265625,21118.18359375,74056.5546875,55879.28515625,8566.29296875,208.0707550048828,439.7542724609375,130.71697998046875,17.918500900268555
7670.3603515625,21198.10546875,71777.1328125,54829.8203125,8509.310546875,205.8975830078125,443.77984619140625,126.50899505615234,17.970890045166016
7458.54345703125,21179.123046875,73683.984375,56617.26171875,8525.3056640625,206.5426025390625,441.697998046875,118.0530776977539,17.99489974975586
7480.5244140625,21046.25390625,71286.96875,56976.91015625,8450.3291015625,207.46548461914062,444.9342346191406,126.02923583984375,18.093839645385742
7474.52978515625,20675.62109375,71630.9375,57357.1953125,8226.400390625,211.61337280273438,446.1280822753906,126.3390884399414,18.23785972595215
7332.65185546875,20486.80859375,71142.5703125,57052.57421875,8266.3876953125,212.4568634033203,446.80889892578125,123.93024444580078,18.147300720214844
7683.3486328125,21060.2421875,71338.9609375,56649.6875,8491.31640625,209.00355529785156,440.98760986328125,123.48046875,18.433900833129883
7755.2861328125,21208.095703125,69332.921875,55224.84765625,8540.30078125,215.08651733398438,450.63714599609375,124.24010467529297,18.041200637817383
7618.4052734375,20755.541015625,69889.875,54931.03515625,8197.4091796875,218.5795135498047,453.153076171875,122.61089324951172,18.352500915527344
7685.34716796875,21168.134765625,70396.03125,55941.1953125,8297.3779296875,219.8496856689453,454.6231994628906,128.21817016601562,18.589599609375
7713.3232421875,21254.048828125,70683.609375,55552.06640625,8357.3583984375,222.22631072998047,457.97291564941406,126.99377059936523,18.405500411987305
7695.33837890625,20997.3046875,70194.6484375,55635.59765625,8331.3671875,224.60293579101562,461.3226318359375,125.76937103271484,18.256620407104492
7794.25244140625,21218.0859375,71006.1875,54939.875,8177.41552734375,226.07156372070312,460.0202331542969,128.13821411132812,18.226900100708008
7765.27783203125,21189.115234375,70617.21875,54439.70703125,8211.404296875,226.9249725341797,453.4096374511719,131.3166961669922,18.088199615478516
7783.26220703125,20871.427734375,70099.453125,54806.234375,8196.4091796875,231.19195556640625,460.0301513671875,134.84500122070312,18.13990020751953
7890.169921875,21223.080078125,71117.78125,54652.9453125,8196.4091796875,225.82347106933594,448.63427734375,127.3386001586914,18.097759246826172
